STUDENT,CLASS,PERIOD
 251,301B,  1
 251,302A,  3
 251,303F,  2
 251,304D,  4
 251,311B,  7
 251,312A,  5
 253,301F,  7
 253,302A,  3
 253,303F,  2
 253,304E,  6
 253,503F,  1
 253,504G,  4
 255,301A,  3
 255,302D,  2
 255,303G,  6
 255,304F,  1
 255,311B,  7
 255,312A,  5
 257,301B,  1
 257,302A,  3
 257,303G,  6
 257,304B,  7
 257,503E,  5
 257,504G,  4
 259,301A,  3
 259,302E,  7
 259,303F,  2
 259,304E,  6
 259,311A,  4
 259,312A,  5
 261,301F,  7
 261,302B,  6
 261,303A,  5
 261,304A,  3
 261,503D,  4
 261,504F,  2
 263,301A,  3
 263,302E,  7
 263,303F,  2
 263,304G,  5
 263,311A,  4
 263,312B,  1
 265,301A,  3
 265,302G,  5
 265,303C,  1
 265,304B,  7
 265,503A,  2
 265,504C,  6
 267,301E,  2
 267,302B,  6
 267,303B,  7
 267,304G,  5
 267,311A,  4
 267,312B,  1
 269,301B,  1
 269,302B,  6
 269,303B,  7
 269,304C,  2
 269,503E,  5
 269,504G,  4
 271,301G,  4
 271,302D,  2
 271,303G,  6
 271,304A,  3
 271,311B,  7
 271,312A,  5
 273,301D,  5
 273,302E,  7
 273,303D,  3
 273,304D,  4
 273,503B,  6
 273,504B,  1
 275,301G,  4
 275,302A,  3
 275,303F,  2
 275,304G,  5
 275,311B,  7
 275,312B,  1
 277,301C,  6
 277,302F,  4
 277,303F,  2
 277,304A,  3
 277,503E,  5
 277,504B,  1
 279,301E,  2
 279,302F,  4
 279,303C,  1
 279,304A,  3
 279,311B,  7
 279,312A,  5
 281,301D,  5
 281,302D,  2
 281,303D,  3
 281,304F,  1
 281,503D,  4
 281,504C,  6
 283,301A,  3
 283,302D,  2
 283,303A,  5
 283,304D,  4
 283,311B,  7
 283,312B,  1
 285,301F,  7
 285,302C,  1
 285,303F,  2
 285,304D,  4
 285,503E,  5
 285,504E,  3
 287,301E,  2
 287,302A,  3
 287,303B,  7
 287,304G,  5
 287,311A,  4
 287,312B,  1
 289,301B,  1
 289,302E,  7
 289,303D,  3
 289,304G,  5
 289,503B,  6
 289,504G,  4
 291,301E,  2
 291,302A,  3
 291,303B,  7
 291,304E,  6
 291,311A,  4
 291,312A,  5
 293,301G,  4
 293,302G,  5
 293,303B,  7
 293,304C,  2
 293,503F,  1
 293,504E,  3
 295,301D,  5
 295,302D,  2
 295,303D,  3
 295,304D,  4
 295,311B,  7
 295,312B,  1
 297,301F,  7
 297,302A,  3
 297,303C,  1
 297,304E,  6
 297,503E,  5
 297,504G,  4
 299,301G,  4
 299,302B,  6
 299,303A,  5
 299,304A,  3
 299,311B,  7
 299,312B,  1
 301,301G,  4
 301,302D,  2
 301,303D,  3
 301,304B,  7
 301,503B,  6
 301,504B,  1
 303,301B,  1
 303,302B,  6
 303,303E,  4
 303,304A,  3
 303,311B,  7
 303,312A,  5
 305,301C,  6
 305,302C,  1
 305,303B,  7
 305,304C,  2
 305,503D,  4
 305,504D,  5
 307,301A,  3
 307,302G,  5
 307,303E,  4
 307,304E,  6
 307,311B,  7
 307,312B,  1
 309,301A,  3
 309,302E,  7
 309,303C,  1
 309,304E,  6
 309,503E,  5
 309,504G,  4
 311,301A,  3
 311,302G,  5
 311,303G,  6
 311,304D,  4
 311,311B,  7
 311,312B,  1
 313,301C,  6
 313,302D,  2
 313,303B,  7
 313,304A,  3
 313,503E,  5
 313,504G,  4
 315,301F,  7
 315,302G,  5
 315,303D,  3
 315,304C,  2
 315,311A,  4
 315,312B,  1
 317,301E,  2
 317,302C,  1
 317,303D,  3
 317,304B,  7
 317,503B,  6
 317,504G,  4
 319,301F,  7
 319,302A,  3
 319,303F,  2
 319,304F,  1
 319,311A,  4
 319,312A,  5
 321,301E,  2
 321,302E,  7
 321,303E,  4
 321,304E,  6
 321,503E,  5
 321,504B,  1
 323,301D,  5
 323,302F,  4
 323,303D,  3
 323,304E,  6
 323,311B,  7
 323,312B,  1
 325,301F,  7
 325,302D,  2
 325,303E,  4
 325,304E,  6
 325,503F,  1
 325,504D,  5
 327,301D,  5
 327,302B,  6
 327,303D,  3
 327,304D,  4
 327,311B,  7
 327,312B,  1
 329,301F,  7
 329,302A,  3
 329,303E,  4
 329,304G,  5
 329,503F,  1
 329,504F,  2
 331,301D,  5
 331,302D,  2
 331,303G,  6
 331,304B,  7
 331,311A,  4
 331,312B,  1
 333,301D,  5
 333,302B,  6
 333,303C,  1
 333,304D,  4
 333,503G,  3
 333,504A,  7
 335,301D,  5
 335,302F,  4
 335,303D,  3
 335,304C,  2
 335,311B,  7
 335,312B,  1
 337,301D,  5
 337,302D,  2
 337,303G,  6
 337,304A,  3
 337,503C,  7
 337,504B,  1
 339,301B,  1
 339,302F,  4
 339,303F,  2
 339,304E,  6
 339,311B,  7
 339,312A,  5
 341,301C,  6
 341,302C,  1
 341,303A,  5
 341,304D,  4
 341,503C,  7
 341,504F,  2
 343,301C,  6
 343,302A,  3
 343,303F,  2
 343,304D,  4
 343,311B,  7
 343,312B,  1
 345,301C,  6
 345,302E,  7
 345,303D,  3
 345,304D,  4
 345,503F,  1
 345,504F,  2
 347,301F,  7
 347,302A,  3
 347,303F,  2
 347,304F,  1
 347,311A,  4
 347,312A,  5
 349,301D,  5
 349,302E,  7
 349,303F,  2
 349,304F,  1
 349,503G,  3
 349,504G,  4
 351,301E,  2
 351,302B,  6
 351,303E,  4
 351,304F,  1
 351,311B,  7
 351,312A,  5
 353,301B,  1
 353,302F,  4
 353,303B,  7
 353,304G,  5
 353,503B,  6
 353,504F,  2
 355,301B,  1
 355,302B,  6
 355,303F,  2
 355,304D,  4
 355,311B,  7
 355,312A,  5
 357,301D,  5
 357,302D,  2
 357,303G,  6
 357,304F,  1
 357,503C,  7
 357,504G,  4
 359,301E,  2
 359,302B,  6
 359,303A,  5
 359,304B,  7
 359,311A,  4
 359,312B,  1
 361,301F,  7
 361,302C,  1
 361,303E,  4
 361,304E,  6
 361,503G,  3
 361,504F,  2
 363,301D,  5
 363,302F,  4
 363,303F,  2
 363,304E,  6
 363,311B,  7
 363,312B,  1
 365,301D,  5
 365,302C,  1
 365,303B,  7
 365,304C,  2
 365,503B,  6
 365,504G,  4
 367,301E,  2
 367,302C,  1
 367,303E,  4
 367,304E,  6
 367,311B,  7
 367,312A,  5
 369,301B,  1
 369,302D,  2
 369,303G,  6
 369,304G,  5
 369,503C,  7
 369,504G,  4
 371,301B,  1
 371,302E,  7
 371,303G,  6
 371,304C,  2
 371,311A,  4
 371,312A,  5
 373,301B,  1
 373,302B,  6
 373,303E,  4
 373,304G,  5
 373,503C,  7
 373,504F,  2
 375,301E,  2
 375,302B,  6
 375,303A,  5
 375,304B,  7
 375,311A,  4
 375,312B,  1
 377,401E,  7
 377,402D,  5
 377,403F,  6
 377,404A,  3
 377,501D,  4
 377,502B,  2
 379,401E,  7
 379,402C,  2
 379,403B,  1
 379,404E,  4
 379,506E,  3
 379,507C,  5
 381,401E,  7
 381,402G,  4
 381,403G,  2
 381,404A,  3
 381,501G,  5
 381,502C,  1
 383,401C,  4
 383,402F,  6
 383,403B,  1
 383,404F,  7
 383,506F,  5
 383,507E,  3
 385,401D,  6
 385,402C,  2
 385,403D,  7
 385,404E,  4
 385,501G,  5
 385,502G,  3
 387,401A,  2
 387,402A,  1
 387,403F,  6
 387,404A,  3
 387,506D,  7
 387,507G,  4
 389,401A,  2
 389,402B,  3
 389,403A,  4
 389,404F,  7
 389,501E,  1
 389,502E,  6
 391,401F,  5
 391,402C,  2
 391,403B,  1
 391,404E,  4
 391,506E,  3
 391,507A,  7
 393,401A,  2
 393,402F,  6
 393,403B,  1
 393,404A,  3
 393,501G,  5
 393,502D,  7
 395,401G,  1
 395,402F,  6
 395,403E,  3
 395,404E,  4
 395,506D,  7
 395,507C,  5
 397,401F,  5
 397,402B,  3
 397,403G,  2
 397,404G,  1
 397,501D,  4
 397,502E,  6
 399,401D,  6
 399,402B,  3
 399,403G,  2
 399,404G,  1
 399,506D,  7
 399,507G,  4
 401,401E,  7
 401,402A,  1
 401,403G,  2
 401,404C,  5
 401,501D,  4
 401,502G,  3
 403,401A,  2
 403,402A,  1
 403,403E,  3
 403,404D,  6
 403,506F,  5
 403,507A,  7
 405,401E,  7
 405,402D,  5
 405,403G,  2
 405,404A,  3
 405,501E,  1
 405,502E,  6
 407,401C,  4
 407,402F,  6
 407,403G,  2
 407,404F,  7
 407,506F,  5
 407,507E,  3
 409,401F,  5
 409,402B,  3
 409,403G,  2
 409,404D,  6
 409,501C,  7
 409,502F,  4
 411,401B,  3
 411,402D,  5
 411,403D,  7
 411,404B,  2
 411,506C,  6
 411,507G,  4
 413,401C,  4
 413,402C,  2
 413,403D,  7
 413,404A,  3
 413,501G,  5
 413,502C,  1
 415,401E,  7
 415,402C,  2
 415,403C,  5
 415,404A,  3
 415,506B,  1
 415,507D,  6
 417,401A,  2
 417,402A,  1
 417,403C,  5
 417,404D,  6
 417,501B,  3
 417,502D,  7
 419,401F,  5
 419,402E,  7
 419,403A,  4
 419,404G,  1
 419,506C,  6
 419,507E,  3
 421,401F,  5
 421,402A,  1
 421,403A,  4
 421,404F,  7
 421,501B,  3
 421,502B,  2
 423,401D,  6
 423,402A,  1
 423,403D,  7
 423,404B,  2
 423,506E,  3
 423,507C,  5
 425,401C,  4
 425,402A,  1
 425,403G,  2
 425,404F,  7
 425,501G,  5
 425,502G,  3
 427,401B,  3
 427,402G,  4
 427,403G,  2
 427,404G,  1
 427,506F,  5
 427,507A,  7
 429,401B,  3
 429,402E,  7
 429,403A,  4
 429,404D,  6
 429,501G,  5
 429,502B,  2
 431,401G,  1
 431,402B,  3
 431,403F,  6
 431,404C,  5
 431,506D,  7
 431,507F,  2
 433,401E,  7
 433,402G,  4
 433,403B,  1
 433,404D,  6
 433,501F,  2
 433,502G,  3
 435,401D,  6
 435,402D,  5
 435,403G,  2
 435,404E,  4
 435,506E,  3
 435,507B,  1
 437,401G,  1
 437,402D,  5
 437,403G,  2
 437,404F,  7
 437,501D,  4
 437,502G,  3
 439,401C,  4
 439,402A,  1
 439,403E,  3
 439,404B,  2
 439,506C,  6
 439,507C,  5
 441,401F,  5
 441,402E,  7
 441,403A,  4
 441,404D,  6
 441,501E,  1
 441,502G,  3
 443,401C,  4
 443,402B,  3
 443,403D,  7
 443,404D,  6
 443,506G,  2
 443,507B,  1
 445,401E,  7
 445,402D,  5
 445,403B,  1
 445,404E,  4
 445,501F,  2
 445,502G,  3
 447,401C,  4
 447,402B,  3
 447,403G,  2
 447,404C,  5
 447,506B,  1
 447,507D,  6
 449,401C,  4
 449,402C,  2
 449,403B,  1
 449,404A,  3
 449,501C,  7
 449,502A,  5
 451,401G,  1
 451,402E,  7
 451,403F,  6
 451,404C,  5
 451,506E,  3
 451,507F,  2
 453,401F,  5
 453,402E,  7
 453,403E,  3
 453,404E,  4
 453,501F,  2
 453,502C,  1
 455,401B,  3
 455,402G,  4
 455,403D,  7
 455,404B,  2
 455,506B,  1
 455,507C,  5
 457,401G,  1
 457,402B,  3
 457,403C,  5
 457,404F,  7
 457,501D,  4
 457,502B,  2
 459,401F,  5
 459,402B,  3
 459,403F,  6
 459,404G,  1
 459,506G,  2
 459,507A,  7
 461,401B,  3
 461,402C,  2
 461,403C,  5
 461,404D,  6
 461,501E,  1
 461,502F,  4
 463,401D,  6
 463,402G,  4
 463,403G,  2
 463,404F,  7
 463,506F,  5
 463,507E,  3
 465,401D,  6
 465,402D,  5
 465,403E,  3
 465,404B,  2
 465,501C,  7
 465,502F,  4
 467,401F,  5
 467,402E,  7
 467,403A,  4
 467,404D,  6
 467,506B,  1
 467,507F,  2
 469,401A,  2
 469,402G,  4
 469,403D,  7
 469,404D,  6
 469,501B,  3
 469,502C,  1
 471,401A,  2
 471,402G,  4
 471,403F,  6
 471,404C,  5
 471,506B,  1
 471,507E,  3
 473,401D,  6
 473,402E,  7
 473,403C,  5
 473,404A,  3
 473,501F,  2
 473,502F,  4
 475,401G,  1
 475,402E,  7
 475,403E,  3
 475,404C,  5
 475,506G,  2
 475,507G,  4
 477,401E,  7
 477,402C,  2
 477,403F,  6
 477,404A,  3
 477,501E,  1
 477,502F,  4
 479,401E,  7
 479,402G,  4
 479,403F,  6
 479,404B,  2
 479,506B,  1
 479,507E,  3
 481,401E,  7
 481,402G,  4
 481,403G,  2
 481,404A,  3
 481,501E,  1
 481,502A,  5
 483,401F,  5
 483,402G,  4
 483,403B,  1
 483,404F,  7
 483,506E,  3
 483,507F,  2
 485,401A,  2
 485,402B,  3
 485,403F,  6
 485,404E,  4
 485,501C,  7
 485,502A,  5
 487,401A,  2
 487,402G,  4
 487,403F,  6
 487,404A,  3
 487,506D,  7
 487,507C,  5
 489,401F,  5
 489,402G,  4
 489,403E,  3
 489,404G,  1
 489,501C,  7
 489,502B,  2
 491,401B,  3
 491,402G,  4
 491,403B,  1
 491,404F,  7
 491,506F,  5
 491,507F,  2
 493,401B,  3
 493,402E,  7
 493,403A,  4
 493,404C,  5
 493,501F,  2
 493,502C,  1
 495,401B,  3
 495,402G,  4
 495,403D,  7
 495,404G,  1
 495,506G,  2
 495,507C,  5
 497,401A,  2
 497,402B,  3
 497,403A,  4
 497,404C,  5
 497,501C,  7
 497,502C,  1
 499,401B,  3
 499,402C,  2
 499,403A,  4
 499,404C,  5
 499,506C,  6
 499,507B,  1
