STUDENT,CLASS,PERIOD
   2,101E,  3
   2,102B,  6
   2,103B,  7
   2,104E,  4
   2,113B,  1
   2,501G,  5
   2,502B,  2
   4,101A,  1
   4,102B,  6
   4,103D,  4
   4,104B,  3
   4,505D,  5
   4,506D,  7
   4,507F,  2
   6,101C,  4
   6,102E,  1
   6,103A,  5
   6,104D,  7
   6,113A,  3
   6,501A,  6
   6,502B,  2
   8,101E,  3
   8,102F,  4
   8,103B,  7
   8,104F,  2
   8,505D,  5
   8,506C,  6
   8,507B,  1
  10,101A,  1
  10,102F,  4
  10,103B,  7
  10,104C,  6
  10,113A,  3
  10,501G,  5
  10,502B,  2
  12,101A,  1
  12,102C,  2
  12,103D,  4
  12,104B,  3
  12,505G,  6
  12,506F,  5
  12,507A,  7
  14,101C,  4
  14,102G,  5
  14,103G,  2
  14,104C,  6
  14,113B,  1
  14,501B,  3
  14,502D,  7
  16,101B,  2
  16,102D,  3
  16,103A,  5
  16,104E,  4
  16,505G,  6
  16,506B,  1
  16,507A,  7
  18,101C,  4
  18,102G,  5
  18,103G,  2
  18,104G,  1
  18,113A,  3
  18,501A,  6
  18,502D,  7
  20,101D,  7
  20,102F,  4
  20,103E,  6
  20,104A,  5
  20,505E,  3
  20,506B,  1
  20,507F,  2
  22,101F,  5
  22,102B,  6
  22,103B,  7
  22,104B,  3
  22,113B,  1
  22,501F,  2
  22,502F,  4
  24,101F,  5
  24,102F,  4
  24,103C,  1
  24,104C,  6
  24,505F,  2
  24,506E,  3
  24,507A,  7
  26,101B,  2
  26,102A,  7
  26,103A,  5
  26,104E,  4
  26,113B,  1
  26,501A,  6
  26,502G,  3
  28,101C,  4
  28,102B,  6
  28,103C,  1
  28,104A,  5
  28,505F,  2
  28,506D,  7
  28,507E,  3
  30,101G,  6
  30,102C,  2
  30,103A,  5
  30,104D,  7
  30,113B,  1
  30,501B,  3
  30,502F,  4
  32,101B,  2
  32,102B,  6
  32,103C,  1
  32,104E,  4
  32,505E,  3
  32,506F,  5
  32,507A,  7
  34,101E,  3
  34,102C,  2
  34,103D,  4
  34,104A,  5
  34,113B,  1
  34,501A,  6
  34,502D,  7
  36,101D,  7
  36,102E,  1
  36,103A,  5
  36,104C,  6
  36,505E,  3
  36,506G,  2
  36,507G,  4
  38,101D,  7
  38,102D,  3
  38,103D,  4
  38,104F,  2
  38,113B,  1
  38,501A,  6
  38,502A,  5
  40,101C,  4
  40,102B,  6
  40,103B,  7
  40,104F,  2
  40,505E,  3
  40,506B,  1
  40,507C,  5
  42,101F,  5
  42,102A,  7
  42,103C,  1
  42,104E,  4
  42,113A,  3
  42,501A,  6
  42,502B,  2
  44,101A,  1
  44,102C,  2
  44,103F,  3
  44,104C,  6
  44,505A,  4
  44,506D,  7
  44,507C,  5
  46,101B,  2
  46,102A,  7
  46,103E,  6
  46,104E,  4
  46,113B,  1
  46,501B,  3
  46,502A,  5
  48,101D,  7
  48,102B,  6
  48,103A,  5
  48,104B,  3
  48,505F,  2
  48,506B,  1
  48,507G,  4
  50,101C,  4
  50,102G,  5
  50,103G,  2
  50,104B,  3
  50,113B,  1
  50,501A,  6
  50,502D,  7
  52,101F,  5
  52,102A,  7
  52,103D,  4
  52,104G,  1
  52,505E,  3
  52,506C,  6
  52,507F,  2
  54,101B,  2
  54,102G,  5
  54,103F,  3
  54,104E,  4
  54,113B,  1
  54,501C,  7
  54,502E,  6
  56,101C,  4
  56,102G,  5
  56,103G,  2
  56,104C,  6
  56,505B,  1
  56,506D,  7
  56,507E,  3
  58,101C,  4
  58,102A,  7
  58,103E,  6
  58,104F,  2
  58,113A,  3
  58,501G,  5
  58,502C,  1
  60,101C,  4
  60,102A,  7
  60,103G,  2
  60,104C,  6
  60,505B,  1
  60,506E,  3
  60,507C,  5
  62,101B,  2
  62,102A,  7
  62,103A,  5
  62,104C,  6
  62,113B,  1
  62,501B,  3
  62,502F,  4
  64,101G,  6
  64,102G,  5
  64,103F,  3
  64,104D,  7
  64,505F,  2
  64,506B,  1
  64,507G,  4
  66,101F,  5
  66,102B,  6
  66,103D,  4
  66,104D,  7
  66,113B,  1
  66,501F,  2
  66,502G,  3
  68,101A,  1
  68,102C,  2
  68,103D,  4
  68,104D,  7
  68,505G,  6
  68,506F,  5
  68,507E,  3
  70,101E,  3
  70,102G,  5
  70,103B,  7
  70,104E,  4
  70,113B,  1
  70,501F,  2
  70,502E,  6
  72,101D,  7
  72,102E,  1
  72,103D,  4
  72,104A,  5
  72,505G,  6
  72,506E,  3
  72,507F,  2
  74,101C,  4
  74,102B,  6
  74,103F,  3
  74,104D,  7
  74,113B,  1
  74,501F,  2
  74,502A,  5
  76,101B,  2
  76,102F,  4
  76,103E,  6
  76,104D,  7
  76,505B,  1
  76,506E,  3
  76,507C,  5
  78,101G,  6
  78,102F,  4
  78,103F,  3
  78,104D,  7
  78,113B,  1
  78,501F,  2
  78,502A,  5
  80,101F,  5
  80,102C,  2
  80,103E,  6
  80,104B,  3
  80,505C,  7
  80,506A,  4
  80,507B,  1
  82,101F,  5
  82,102C,  2
  82,103D,  4
  82,104B,  3
  82,113B,  1
  82,501C,  7
  82,502E,  6
  84,101F,  5
  84,102F,  4
  84,103F,  3
  84,104D,  7
  84,505G,  6
  84,506B,  1
  84,507F,  2
  86,101G,  6
  86,102C,  2
  86,103C,  1
  86,104A,  5
  86,113A,  3
  86,501D,  4
  86,502D,  7
  88,101G,  6
  88,102D,  3
  88,103A,  5
  88,104E,  4
  88,505C,  7
  88,506B,  1
  88,507F,  2
  90,101C,  4
  90,102C,  2
  90,103F,  3
  90,104D,  7
  90,113B,  1
  90,501G,  5
  90,502E,  6
  92,101E,  3
  92,102B,  6
  92,103B,  7
  92,104G,  1
  92,505F,  2
  92,506A,  4
  92,507C,  5
  94,101F,  5
  94,102C,  2
  94,103D,  4
  94,104B,  3
  94,113B,  1
  94,501A,  6
  94,502D,  7
  96,101C,  4
  96,102G,  5
  96,103C,  1
  96,104D,  7
  96,505E,  3
  96,506G,  2
  96,507D,  6
  98,101D,  7
  98,102F,  4
  98,103A,  5
  98,104C,  6
  98,113A,  3
  98,501E,  1
  98,502B,  2
 100,101F,  5
 100,102C,  2
 100,103F,  3
 100,104G,  1
 100,505A,  4
 100,506C,  6
 100,507A,  7
 102,101F,  5
 102,102B,  6
 102,103G,  2
 102,104E,  4
 102,113B,  1
 102,501B,  3
 102,502D,  7
 104,101G,  6
 104,102A,  7
 104,103A,  5
 104,104F,  2
 104,505B,  1
 104,506E,  3
 104,507G,  4
 106,101F,  5
 106,102E,  1
 106,103D,  4
 106,104F,  2
 106,113A,  3
 106,501A,  6
 106,502D,  7
 108,101F,  5
 108,102F,  4
 108,103G,  2
 108,104B,  3
 108,505C,  7
 108,506C,  6
 108,507B,  1
 110,101G,  6
 110,102F,  4
 110,103C,  1
 110,104F,  2
 110,113A,  3
 110,501G,  5
 110,502D,  7
 112,101A,  1
 112,102C,  2
 112,103E,  6
 112,104B,  3
 112,505D,  5
 112,506A,  4
 112,507A,  7
 114,101B,  2
 114,102A,  7
 114,103D,  4
 114,104B,  3
 114,113B,  1
 114,501A,  6
 114,502A,  5
 116,101D,  7
 116,102D,  3
 116,103A,  5
 116,104G,  1
 116,505F,  2
 116,506A,  4
 116,507D,  6
 118,101G,  6
 118,102F,  4
 118,103G,  2
 118,104D,  7
 118,113A,  3
 118,501E,  1
 118,502A,  5
 120,101D,  7
 120,102G,  5
 120,103F,  3
 120,104C,  6
 120,505B,  1
 120,506A,  4
 120,507F,  2
 122,101B,  2
 122,102F,  4
 122,103A,  5
 122,104D,  7
 122,113A,  3
 122,501A,  6
 122,502C,  1
 124,101B,  2
 124,102G,  5
 124,103C,  1
 124,104B,  3
 124,505G,  6
 124,506A,  4
 124,507A,  7
 126,201D,  3
 126,202G,  2
 126,203F,  6
 126,204A,  4
 126,211B,  1
 126,212B,  5
 126,213B,  7
 128,201A,  2
 128,202E,  4
 128,203G,  1
 128,204F,  7
 128,503G,  3
 128,504D,  5
 128,505G,  6
 130,201D,  3
 130,202E,  4
 130,203A,  7
 130,204D,  2
 130,211B,  1
 130,212B,  5
 130,213A,  6
 132,201D,  3
 132,202C,  5
 132,203G,  1
 132,204F,  7
 132,503A,  2
 132,504C,  6
 132,505A,  4
 134,201F,  6
 134,202D,  3
 134,203G,  1
 134,204A,  4
 134,211A,  5
 134,212A,  2
 134,213B,  7
 136,201G,  7
 136,202C,  5
 136,203G,  1
 136,204A,  4
 136,503A,  2
 136,504E,  3
 136,505G,  6
 138,201G,  7
 138,202C,  5
 138,203E,  3
 138,204A,  4
 138,211B,  1
 138,212A,  2
 138,213A,  6
 140,201C,  1
 140,202G,  2
 140,203B,  5
 140,204F,  7
 140,503D,  4
 140,504C,  6
 140,505E,  3
 142,201E,  4
 142,202A,  6
 142,203C,  2
 142,204E,  3
 142,211B,  1
 142,212B,  5
 142,213B,  7
 144,201E,  4
 144,202B,  7
 144,203B,  5
 144,204D,  2
 144,503G,  3
 144,504C,  6
 144,505B,  1
 146,201E,  4
 146,202C,  5
 146,203E,  3
 146,204F,  7
 146,211B,  1
 146,212A,  2
 146,213A,  6
 148,201C,  1
 148,202E,  4
 148,203F,  6
 148,204E,  3
 148,503A,  2
 148,504D,  5
 148,505C,  7
 150,201D,  3
 150,202E,  4
 150,203G,  1
 150,204F,  7
 150,211A,  5
 150,212A,  2
 150,213A,  6
 152,201G,  7
 152,202D,  3
 152,203F,  6
 152,204C,  5
 152,503F,  1
 152,504F,  2
 152,505A,  4
 154,201D,  3
 154,202G,  2
 154,203D,  4
 154,204B,  6
 154,211B,  1
 154,212B,  5
 154,213B,  7
 156,201G,  7
 156,202G,  2
 156,203F,  6
 156,204C,  5
 156,503D,  4
 156,504B,  1
 156,505E,  3
 158,201F,  6
 158,202D,  3
 158,203D,  4
 158,204G,  1
 158,211A,  5
 158,212A,  2
 158,213B,  7
 160,201A,  2
 160,202A,  6
 160,203B,  5
 160,204A,  4
 160,503F,  1
 160,504A,  7
 160,505E,  3
 162,201G,  7
 162,202E,  4
 162,203E,  3
 162,204C,  5
 162,211B,  1
 162,212A,  2
 162,213A,  6
 164,201A,  2
 164,202F,  1
 164,203F,  6
 164,204F,  7
 164,503E,  5
 164,504E,  3
 164,505A,  4
 166,201E,  4
 166,202G,  2
 166,203F,  6
 166,204E,  3
 166,211B,  1
 166,212B,  5
 166,213B,  7
 168,201G,  7
 168,202E,  4
 168,203B,  5
 168,204E,  3
 168,503B,  6
 168,504B,  1
 168,505F,  2
 170,201G,  7
 170,202E,  4
 170,203E,  3
 170,204D,  2
 170,211B,  1
 170,212B,  5
 170,213A,  6
 172,201C,  1
 172,202B,  7
 172,203C,  2
 172,204E,  3
 172,503E,  5
 172,504G,  4
 172,505G,  6
 174,201C,  1
 174,202B,  7
 174,203E,  3
 174,204A,  4
 174,211A,  5
 174,212A,  2
 174,213A,  6
 176,201A,  2
 176,202D,  3
 176,203A,  7
 176,204B,  6
 176,503E,  5
 176,504G,  4
 176,505B,  1
 178,201B,  5
 178,202B,  7
 178,203D,  4
 178,204E,  3
 178,211B,  1
 178,212A,  2
 178,213A,  6
 180,201C,  1
 180,202G,  2
 180,203B,  5
 180,204B,  6
 180,503D,  4
 180,504A,  7
 180,505E,  3
 182,201F,  6
 182,202E,  4
 182,203B,  5
 182,204E,  3
 182,211B,  1
 182,212A,  2
 182,213B,  7
 184,201E,  4
 184,202C,  5
 184,203C,  2
 184,204B,  6
 184,503G,  3
 184,504A,  7
 184,505B,  1
 186,201F,  6
 186,202D,  3
 186,203B,  5
 186,204A,  4
 186,211B,  1
 186,212A,  2
 186,213B,  7
 188,201B,  5
 188,202F,  1
 188,203A,  7
 188,204E,  3
 188,503D,  4
 188,504F,  2
 188,505G,  6
 190,201E,  4
 190,202F,  1
 190,203F,  6
 190,204E,  3
 190,211A,  5
 190,212A,  2
 190,213B,  7
 192,201D,  3
 192,202F,  1
 192,203C,  2
 192,204A,  4
 192,503B,  6
 192,504D,  5
 192,505C,  7
 194,201D,  3
 194,202B,  7
 194,203D,  4
 194,204D,  2
 194,211B,  1
 194,212B,  5
 194,213A,  6
 196,201A,  2
 196,202D,  3
 196,203F,  6
 196,204G,  1
 196,503C,  7
 196,504D,  5
 196,505A,  4
 198,201E,  4
 198,202B,  7
 198,203B,  5
 198,204E,  3
 198,211B,  1
 198,212A,  2
 198,213A,  6
 200,201G,  7
 200,202E,  4
 200,203F,  6
 200,204E,  3
 200,503A,  2
 200,504B,  1
 200,505D,  5
 202,201C,  1
 202,202A,  6
 202,203E,  3
 202,204A,  4
 202,211A,  5
 202,212A,  2
 202,213B,  7
 204,201D,  3
 204,202C,  5
 204,203F,  6
 204,204G,  1
 204,503A,  2
 204,504A,  7
 204,505A,  4
 206,201A,  2
 206,202D,  3
 206,203F,  6
 206,204A,  4
 206,211B,  1
 206,212B,  5
 206,213B,  7
 208,201C,  1
 208,202E,  4
 208,203F,  6
 208,204D,  2
 208,503C,  7
 208,504E,  3
 208,505D,  5
 210,201F,  6
 210,202G,  2
 210,203E,  3
 210,204A,  4
 210,211B,  1
 210,212B,  5
 210,213B,  7
 212,201F,  6
 212,202B,  7
 212,203C,  2
 212,204E,  3
 212,503E,  5
 212,504B,  1
 212,505A,  4
 214,201G,  7
 214,202D,  3
 214,203G,  1
 214,204A,  4
 214,211A,  5
 214,212A,  2
 214,213A,  6
 216,201A,  2
 216,202A,  6
 216,203G,  1
 216,204C,  5
 216,503C,  7
 216,504E,  3
 216,505A,  4
 218,201D,  3
 218,202F,  1
 218,203D,  4
 218,204B,  6
 218,211A,  5
 218,212A,  2
 218,213B,  7
 220,201C,  1
 220,202C,  5
 220,203A,  7
 220,204A,  4
 220,503G,  3
 220,504F,  2
 220,505G,  6
 222,201E,  4
 222,202D,  3
 222,203C,  2
 222,204F,  7
 222,211B,  1
 222,212B,  5
 222,213A,  6
 224,201B,  5
 224,202B,  7
 224,203E,  3
 224,204D,  2
 224,503F,  1
 224,504C,  6
 224,505A,  4
 226,201E,  4
 226,202A,  6
 226,203E,  3
 226,204C,  5
 226,211B,  1
 226,212A,  2
 226,213B,  7
 228,201A,  2
 228,202E,  4
 228,203A,  7
 228,204B,  6
 228,503G,  3
 228,504B,  1
 228,505D,  5
 230,201G,  7
 230,202D,  3
 230,203D,  4
 230,204C,  5
 230,211B,  1
 230,212A,  2
 230,213A,  6
 232,201F,  6
 232,202C,  5
 232,203A,  7
 232,204A,  4
 232,503A,  2
 232,504E,  3
 232,505B,  1
 234,201E,  4
 234,202B,  7
 234,203E,  3
 234,204D,  2
 234,211B,  1
 234,212B,  5
 234,213A,  6
 236,201F,  6
 236,202C,  5
 236,203A,  7
 236,204D,  2
 236,503D,  4
 236,504B,  1
 236,505E,  3
 238,201E,  4
 238,202F,  1
 238,203A,  7
 238,204E,  3
 238,211A,  5
 238,212A,  2
 238,213A,  6
 240,201G,  7
 240,202A,  6
 240,203E,  3
 240,204G,  1
 240,503A,  2
 240,504G,  4
 240,505D,  5
 242,201C,  1
 242,202D,  3
 242,203D,  4
 242,204B,  6
 242,211A,  5
 242,212A,  2
 242,213B,  7
 244,201G,  7
 244,202F,  1
 244,203B,  5
 244,204A,  4
 244,503B,  6
 244,504E,  3
 244,505F,  2
 246,201F,  6
 246,202F,  1
 246,203D,  4
 246,204E,  3
 246,211A,  5
 246,212A,  2
 246,213B,  7
 248,201B,  5
 248,202A,  6
 248,203C,  2
 248,204G,  1
 248,503D,  4
 248,504A,  7
 248,505E,  3
 250,201Z,  0
 250,202Z,  0
 250,203Z,  0
 250,204Z,  0
 250,211Z,  0
 250,212Z,  0
 250,213Z,  0
 252,301B,  1
 252,302D,  2
 252,303D,  3
 252,304E,  6
 252,313B,  7
 252,501G,  5
 252,502F,  4
 254,301B,  1
 254,302E,  7
 254,303G,  6
 254,304D,  4
 254,505E,  3
 254,506F,  5
 254,507F,  2
 256,301A,  3
 256,302B,  6
 256,303E,  4
 256,304F,  1
 256,313A,  2
 256,501C,  7
 256,502A,  5
 258,301A,  3
 258,302F,  4
 258,303B,  7
 258,304G,  5
 258,505G,  6
 258,506G,  2
 258,507B,  1
 260,301D,  5
 260,302F,  4
 260,303G,  6
 260,304A,  3
 260,313B,  7
 260,501E,  1
 260,502B,  2
 262,301C,  6
 262,302F,  4
 262,303C,  1
 262,304B,  7
 262,505D,  5
 262,506G,  2
 262,507E,  3
 264,301F,  7
 264,302G,  5
 264,303G,  6
 264,304A,  3
 264,313A,  2
 264,501E,  1
 264,502F,  4
 266,301G,  4
 266,302D,  2
 266,303A,  5
 266,304A,  3
 266,505G,  6
 266,506D,  7
 266,507B,  1
 268,301A,  3
 268,302C,  1
 268,303F,  2
 268,304G,  5
 268,313B,  7
 268,501A,  6
 268,502F,  4
 270,301F,  7
 270,302D,  2
 270,303D,  3
 270,304E,  6
 270,505B,  1
 270,506A,  4
 270,507C,  5
 272,301F,  7
 272,302F,  4
