STUDENT,CLASS,PERIOD
  23,504D,  4
  25,101E,  7
  25,102B,  3
  25,103F,  2
  25,104A,  6
  25,111A,  4
  25,112A,  5
  27,101E,  7
  27,102B,  3
  27,103B,  1
  27,104B,  5
  27,503D,  4
  27,504A,  2
  29,101D,  2
  29,102E,  1
  29,103C,  5
  29,104A,  6
  29,111B,  7
  29,112B,  4
  31,101E,  7
  31,102A,  4
  31,103A,  6
  31,104B,  5
  31,503F,  3
  31,504A,  2
  33,101D,  2
  33,102F,  6
  33,103D,  7
  33,104D,  3
  33,111A,  4
  33,112A,  5
  35,101A,  6
  35,102D,  5
  35,103E,  3
  35,104F,  4
  35,503B,  7
  35,504F,  1
  37,101C,  1
  37,102F,  6
  37,103E,  3
  37,104F,  4
  37,111B,  7
  37,112A,  5
  39,101B,  4
  39,102C,  2
  39,103C,  5
  39,104D,  3
  39,503B,  7
  39,504C,  6
  41,101G,  3
  41,102E,  1
  41,103G,  4
  41,104A,  6
  41,111B,  7
  41,112A,  5
  43,101B,  4
  43,102C,  2
  43,103B,  1
  43,104D,  3
  43,503B,  7
  43,504E,  5
  45,101G,  3
  45,102C,  2
  45,103D,  7
  45,104A,  6
  45,111A,  4
  45,112A,  5
  47,101B,  4
  47,102B,  3
  47,103F,  2
  47,104A,  6
  47,503G,  1
  47,504E,  5
  49,101C,  1
  49,102B,  3
  49,103F,  2
  49,104B,  5
  49,111B,  7
  49,112B,  4
  51,101D,  2
  51,102F,  6
  51,103E,  3
  51,104E,  7
  51,503D,  4
  51,504E,  5
  53,101A,  6
  53,102B,  3
  53,103F,  2
  53,104F,  4
  53,111B,  7
  53,112A,  5
  55,101B,  4
  55,102B,  3
  55,103C,  5
  55,104C,  1
  55,503E,  2
  55,504B,  7
  57,101A,  6
  57,102E,  1
  57,103F,  2
  57,104E,  7
  57,111A,  4
  57,112A,  5
  59,101E,  7
  59,102E,  1
  59,103C,  5
  59,104A,  6
  59,503E,  2
  59,504D,  4
  61,101A,  6
  61,102E,  1
  61,103E,  3
  61,104G,  2
  61,111B,  7
  61,112B,  4
  63,101C,  1
  63,102A,  4
  63,103D,  7
  63,104A,  6
  63,503E,  2
  63,504G,  3
  65,101F,  5
  65,102C,  2
  65,103A,  6
  65,104D,  3
  65,111B,  7
  65,112B,  4
  67,101A,  6
  67,102E,  1
  67,103F,  2
  67,104B,  5
  67,503F,  3
  67,504D,  4
  69,101G,  3
  69,102E,  1
  69,103C,  5
  69,104G,  2
  69,111B,  7
  69,112B,  4
  71,101A,  6
  71,102A,  4
  71,103E,  3
  71,104B,  5
  71,503G,  1
  71,504A,  2
  73,101D,  2
  73,102A,  4
  73,103B,  1
  73,104A,  6
  73,111B,  7
  73,112A,  5
  75,101D,  2
  75,102E,  1
  75,103C,  5
  75,104D,  3
  75,503B,  7
  75,504D,  4
  77,101C,  1
  77,102A,  4
  77,103F,  2
  77,104D,  3
  77,111B,  7
  77,112A,  5
  79,101B,  4
  79,102B,  3
  79,103B,  1
  79,104G,  2
  79,503A,  6
  79,504B,  7
  81,101D,  2
  81,102B,  3
  81,103B,  1
  81,104A,  6
  81,111A,  4
  81,112A,  5
  83,101G,  3
  83,102E,  1
  83,103A,  6
  83,104G,  2
  83,503C,  5
  83,504D,  4
  85,101C,  1
  85,102F,  6
  85,103E,  3
  85,104B,  5
  85,111B,  7
  85,112B,  4
  87,101E,  7
  87,102F,  6
  87,103G,  4
  87,104C,  1
  87,503E,  2
  87,504G,  3
  89,101C,  1
  89,102A,  4
  89,103A,  6
  89,104G,  2
  89,111B,  7
  89,112A,  5
  91,101E,  7
  91,102E,  1
  91,103E,  3
  91,104F,  4
  91,503A,  6
  91,504A,  2
  93,101C,  1
  93,102B,  3
  93,103G,  4
  93,104G,  2
  93,111B,  7
  93,112A,  5
  95,101A,  6
  95,102G,  7
  95,103F,  2
  95,104F,  4
  95,503F,  3
  95,504E,  5
  97,101F,  5
  97,102F,  6
  97,103E,  3
  97,104G,  2
  97,111B,  7
  97,112B,  4
  99,101E,  7
  99,102D,  5
  99,103E,  3
  99,104G,  2
  99,503A,  6
  99,504F,  1
 101,101G,  3
 101,102F,  6
 101,103D,  7
 101,104G,  2
 101,111A,  4
 101,112A,  5
 103,101D,  2
 103,102D,  5
 103,103D,  7
 103,104D,  3
 103,503D,  4
 103,504C,  6
 105,101F,  5
 105,102F,  6
 105,103E,  3
 105,104G,  2
 105,111B,  7
 105,112B,  4
 107,101G,  3
 107,102G,  7
 107,103B,  1
 107,104F,  4
 107,503A,  6
 107,504A,  2
 109,101D,  2
 109,102B,  3
 109,103D,  7
 109,104C,  1
 109,111A,  4
 109,112A,  5
 111,101E,  7
 111,102F,  6
 111,103E,  3
 111,104B,  5
 111,503G,  1
 111,504A,  2
 113,101E,  7
 113,102F,  6
 113,103F,  2
 113,104D,  3
 113,111A,  4
 113,112A,  5
 115,101G,  3
 115,102C,  2
 115,103G,  4
 115,104B,  5
 115,503G,  1
 115,504C,  6
 117,101D,  2
 117,102B,  3
 117,103A,  6
 117,104C,  1
 117,111A,  4
 117,112A,  5
 119,101G,  3
 119,102F,  6
 119,103F,  2
 119,104C,  1
 119,503C,  5
 119,504D,  4
 121,101D,  2
 121,102F,  6
 121,103B,  1
 121,104D,  3
 121,111A,  4
 121,112A,  5
 123,101B,  4
 123,102D,  5
 123,103D,  7
 123,104C,  1
 123,503A,  6
 123,504G,  3
 125,101G,  3
 125,102G,  7
 125,103F,  2
 125,104C,  1
 125,111A,  4
 125,112A,  5
 127,201D,  4
 127,202C,  3
 127,203G,  7
 127,204B,  6
 127,501B,  5
 127,502A,  1
 129,201C,  6
 129,202C,  3
 129,203D,  5
 129,204F,  1
 129,506B,  4
 129,507E,  7
 131,201G,  2
 131,202C,  3
 131,203A,  4
 131,204B,  6
 131,501E,  1
 131,502B,  5
 133,201E,  3
 133,202B,  4
 133,203E,  6
 133,204E,  7
 133,506F,  2
 133,507A,  5
 135,201B,  7
 135,202A,  6
 135,203F,  1
 135,204G,  4
 135,501A,  3
 135,502B,  5
 137,201E,  3
 137,202D,  2
 137,203A,  4
 137,204C,  5
 137,506G,  7
 137,507B,  1
 139,201C,  6
 139,202G,  1
 139,203A,  4
 139,204C,  5
 139,501D,  7
 139,502G,  3
 141,201C,  6
 141,202G,  1
 141,203B,  2
 141,204D,  3
 141,506D,  5
 141,507F,  4
 143,201C,  6
 143,202G,  1
 143,203G,  7
 143,204A,  2
 143,501B,  5
 143,502F,  4
 145,201A,  1
 145,202D,  2
 145,203A,  4
 145,204B,  6
 145,506A,  3
 145,507A,  5
 147,201F,  5
 147,202D,  2
 147,203A,  4
 147,204B,  6
 147,501A,  3
 147,502C,  7
 149,201B,  7
 149,202E,  5
 149,203C,  3
 149,204A,  2
 149,506B,  4
 149,507D,  6
 151,201D,  4
 151,202A,  6
 151,203D,  5
 151,204D,  3
 151,501D,  7
 151,502E,  2
 153,201G,  2
 153,202A,  6
 153,203D,  5
 153,204D,  3
 153,506E,  1
 153,507F,  4
 155,201A,  1
 155,202F,  7
 155,203E,  6
 155,204A,  2
 155,501A,  3
 155,502B,  5
 157,201G,  2
 157,202G,  1
 157,203G,  7
 157,204D,  3
 157,506D,  5
 157,507D,  6
 159,201A,  1
 159,202A,  6
 159,203B,  2
 159,204E,  7
 159,501A,  3
 159,502B,  5
 161,201B,  7
 161,202G,  1
 161,203C,  3
 161,204G,  4
 161,506F,  2
 161,507D,  6
 163,201E,  3
 163,202E,  5
 163,203E,  6
 163,204E,  7
 163,501C,  2
 163,502A,  1
 165,201A,  1
 165,202D,  2
 165,203A,  4
 165,204C,  5
 165,506C,  6
 165,507E,  7
 167,201E,  3
 167,202B,  4
 167,203G,  7
 167,204A,  2
 167,501G,  6
 167,502A,  1
 169,201E,  3
 169,202F,  7
 169,203E,  6
 169,204F,  1
 169,506B,  4
 169,507G,  2
 171,201B,  7
 171,202D,  2
 171,203F,  1
 171,204G,  4
 171,501A,  3
 171,502B,  5
 173,201F,  5
 173,202G,  1
 173,203G,  7
 173,204A,  2
 173,506C,  6
 173,507F,  4
 175,201G,  2
 175,202E,  5
 175,203A,  4
 175,204B,  6
 175,501D,  7
 175,502G,  3
 177,201A,  1
 177,202E,  5
 177,203E,  6
 177,204D,  3
 177,506F,  2
 177,507E,  7
 179,201C,  6
 179,202E,  5
 179,203C,  3
 179,204F,  1
 179,501C,  2
 179,502C,  7
 181,201B,  7
 181,202A,  6
 181,203F,  1
 181,204C,  5
 181,506A,  3
 181,507G,  2
 183,201A,  1
 183,202C,  3
 183,203E,  6
 183,204E,  7
 183,501C,  2
 183,502F,  4
 185,201F,  5
 185,202A,  6
 185,203F,  1
 185,204G,  4
 185,506A,  3
 185,507E,  7
 187,201F,  5
 187,202F,  7
 187,203A,  4
 187,204D,  3
 187,501G,  6
 187,502A,  1
 189,201D,  4
 189,202F,  7
 189,203B,  2
 189,204D,  3
 189,506E,  1
 189,507D,  6
 191,201E,  3
 191,202F,  7
 191,203E,  6
 191,204A,  2
 191,501B,  5
 191,502A,  1
 193,201C,  6
 193,202C,  3
 193,203G,  7
 193,204G,  4
 193,506E,  1
 193,507A,  5
 195,201B,  7
 195,202G,  1
 195,203A,  4
 195,204D,  3
 195,501G,  6
 195,502B,  5
 197,201C,  6
 197,202B,  4
 197,203G,  7
 197,204D,  3
 197,506E,  1
 197,507G,  2
 199,201B,  7
 199,202E,  5
 199,203F,  1
 199,204B,  6
 199,501F,  4
 199,502G,  3
 201,201A,  1
 201,202B,  4
 201,203C,  3
 201,204E,  7
 201,506C,  6
 201,507G,  2
 203,201C,  6
 203,202C,  3
 203,203F,  1
 203,204G,  4
 203,501D,  7
 203,502E,  2
 205,201G,  2
 205,202B,  4
 205,203C,  3
 205,204F,  1
 205,506D,  5
 205,507D,  6
 207,201B,  7
 207,202C,  3
 207,203D,  5
 207,204B,  6
 207,501F,  4
 207,502A,  1
 209,201G,  2
 209,202G,  1
 209,203E,  6
 209,204E,  7
 209,506D,  5
 209,507F,  4
 211,201G,  2
 211,202G,  1
 211,203C,  3
 211,204G,  4
 211,501B,  5
 211,502D,  6
 213,201A,  1
 213,202B,  4
 213,203D,  5
 213,204E,  7
 213,506C,  6
 213,507C,  3
 215,201D,  4
 215,202D,  2
 215,203E,  6
 215,204F,  1
 215,501B,  5
 215,502G,  3
 217,201F,  5
 217,202F,  7
 217,203F,  1
 217,204G,  4
 217,506A,  3
 217,507D,  6
 219,201E,  3
 219,202D,  2
 219,203A,  4
 219,204F,  1
 219,501G,  6
 219,502B,  5
 221,201D,  4
 221,202D,  2
 221,203F,  1
 221,204D,  3
 221,506C,  6
 221,507A,  5
 223,201F,  5
 223,202A,  6
 223,203F,  1
 223,204G,  4
 223,501A,  3
 223,502C,  7
 225,201F,  5
 225,202C,  3
 225,203B,  2
 225,204G,  4
 225,506G,  7
 225,507D,  6
 227,201F,  5
 227,202C,  3
 227,203F,  1
 227,204B,  6
 227,501F,  4
 227,502C,  7
 229,201E,  3
 229,202D,  2
 229,203A,  4
 229,204B,  6
 229,506D,  5
 229,507B,  1
 231,201D,  4
 231,202C,  3
 231,203B,  2
 231,204F,  1
 231,501G,  6
 231,502B,  5
 233,201D,  4
 233,202D,  2
 233,203C,  3
 233,204B,  6
 233,506D,  5
 233,507B,  1
 235,201F,  5
 235,202C,  3
 235,203F,  1
 235,204G,  4
 235,501G,  6
 235,502E,  2
 237,201E,  3
 237,202B,  4
 237,203B,  2
 237,204F,  1
 237,506D,  5
 237,507D,  6
 239,201E,  3
 239,202B,  4
 239,203E,  6
 239,204F,  1
 239,501B,  5
 239,502C,  7
 241,201C,  6
 241,202C,  3
 241,203F,  1
 241,204G,  4
 241,506G,  7
 241,507G,  2
 243,201C,  6
 243,202C,  3
 243,203D,  5
 243,204F,  1
 243,501F,  4
 243,502E,  2
 245,201C,  6
 245,202B,  4
 245,203B,  2
 245,204D,  3
 245,506D,  5
 245,507B,  1
 247,201F,  5
 247,202C,  3
 247,203B,  2
 247,204F,  1
 247,501F,  4
 247,502C,  7
 249,201A,  1
 249,202B,  4
 249,203D,  5
 249,204B,  6
 249,506F,  2
 249,507E,  7
 251,301G,  2
 251,302C,  7
 251,303D,  1
 251,304E,  4
 251,311B,  6
 251,312A,  5
 253,301G,  2
 253,302D,  4
 253,303G,  6
 253,304G,  5
 253,503G,  1
 253,504G,  3
 255,301B,  1
 255,302G,  5
 255,303B,  3
 255,304E,  4
 255,311B,  6
 255,312B,  2
 257,301G,  2
 257,302G,  5
 257,303F,  4
 257,304C,  1
 257,503B,  7
 257,504C,  6
 259,301F,  6
 259,302D,  4
 259,303A,  7
 259,304C,  1
 259,311A,  5
 259,312B,  2
 261,301D,  7
 261,302F,  1
 261,303C,  2
 261,304A,  6
 261,503F,  3
 261,504D,  4
 263,301B,  1
 263,302B,  2
 263,303F,  4
 263,304F,  3
 263,311B,  6
 263,312A,  5
 265,301C,  3
 265,302B,  2
 265,303F,  4
 265,304G,  5
 265,503B,  7
 265,504F,  1
 267,301C,  3
 267,302D,  4
 267,303A,  7
 267,304C,  1
 267,311B,  6
 267,312A,  5
 269,301F,  6
 269,302F,  1
 269,303E,  5
 269,304B,  7
 269,503E,  2
 269,504D,  4
 271,301D,  7
 271,302A,  3
 271,303D,  1
 271,304D,  2
 271,311B,  6
 271,312A,  5
 273,301G,  2
 273,302A,  3
 273,303F,  4
 273,304B,  7
 273,503C,  5
 273,504F,  1
 275,301G,  2
 275,302D,  4
 275,303D,  1
 275,304B,  7
 275,311B,  6
 275,312A,  5
 277,301E,  4
 277,302G,  5
 277,303A,  7
 277,304D,  2
 277,503G,  1
 277,504G,  3
 279,301C,  3
 279,302C,  7
 279,303F,  4
 279,304D,  2
 279,311B,  6
 279,312A,  5
 281,301A,  5
 281,302F,  1
 281,303B,  3
 281,304A,  6
 281,503D,  4
 281,504A,  2
 283,301E,  4
 283,302F,  1
 283,303E,  5
 283,304F,  3
 283,311B,  6
 283,312B,  2
 285,301E,  4
 285,302F,  1
 285,303A,  7
 285,304G,  5
 285,503E,  2
 285,504C,  6
 287,301C,  3
 287,302D,  4
 287,303A,  7
 287,304G,  5
 287,311B,  6
 287,312B,  2
 289,301G,  2
 289,302C,  7
 289,303G,  6
 289,304C,  1
 289,503D,  4
 289,504G,  3
 291,301C,  3
 291,302E,  6
 291,303A,  7
 291,304E,  4
 291,311A,  5
 291,312B,  2
 293,301B,  1
 293,302D,  4
 293,303C,  2
 293,304A,  6
 293,503F,  3
 293,504E,  5
 295,301B,  1
 295,302C,  7
 295,303C,  2
 295,304E,  4
 295,311B,  6
 295,312A,  5
 297,301B,  1
 297,302A,  3
 297,303G,  6
 297,304E,  4
 297,503C,  5
 297,504A,  2
 299,301C,  3
 299,302D,  4
 299,303E,  5
 299,304B,  7
 299,311B,  6
 299,312B,  2
 301,301G,  2
 301,302D,  4
 301,303B,  3
 301,304A,  6
 301,503B,  7
 301,504E,  5
 303,301D,  7
 303,302D,  4
 303,303G,  6
 303,304F,  3
 303,311A,  5
 303,312B,  2
 305,301G,  2
 305,302G,  5
 305,303D,  1
 305,304F,  3
 305,503B,  7
 305,504C,  6
 307,301D,  7
 307,302D,  4
 307,303D,  1
 307,304G,  5
 307,311B,  6
 307,312B,  2
 309,301A,  5
 309,302F,  1
 309,303F,  4
 309,304A,  6
 309,503B,  7
 309,504A,  2
 311,301B,  1
 311,302D,  4
 311,303B,  3
 311,304B,  7
 311,311A,  5
 311,312B,  2
 313,301C,  3
 313,302E,  6
 313,303F,  4
 313,304D,  2
 313,503B,  7
 313,504E,  5
 315,301C,  3
 315,302F,  1
 315,303C,  2
 315,304E,  4
 315,311B,  6
 315,312A,  5
 317,301D,  7
 317,302G,  5
 317,303G,  6
 317,304C,  1
 317,503E,  2
 317,504G,  3
 319,301E,  4
 319,302C,  7
 319,303B,  3
 319,304D,  2
 319,311B,  6
 319,312A,  5
 321,301G,  2
 321,302E,  6
 321,303F,  4
 321,304C,  1
 321,503F,  3
 321,504E,  5
 323,301D,  7
 323,302F,  1
 323,303E,  5
 323,304F,  3
 323,311B,  6
 323,312B,  2
 325,301D,  7
 325,302B,  2
 325,303E,  5
 325,304C,  1
 325,503D,  4
 325,504C,  6
 327,301E,  4
 327,302A,  3
 327,303D,  1
 327,304A,  6
 327,311A,  5
 327,312B,  2
 329,301E,  4
 329,302A,  3
 329,303C,  2
 329,304C,  1
 329,503B,  7
 329,504C,  6
 331,301B,  1
 331,302B,  2
 331,303B,  3
 331,304B,  7
 331,311B,  6
 331,312A,  5
 333,301D,  7
 333,302F,  1
 333,303B,  3
 333,304G,  5
 333,503D,  4
 333,504A,  2
 335,301C,  3
 335,302C,  7
 335,303D,  1
 335,304A,  6
 335,311A,  5
 335,312B,  2
 337,301E,  4
 337,302F,  1
 337,303A,  7
 337,304A,  6
 337,503F,  3
 337,504A,  2
 339,301C,  3
 339,302D,  4
 339,303A,  7
 339,304C,  1
 339,311B,  6
 339,312A,  5
 341,301E,  4
 341,302A,  3
 341,303E,  5
 341,304A,  6
 341,503B,  7
 341,504F,  1
 343,301E,  4
 343,302F,  1
 343,303B,  3
 343,304D,  2
 343,311B,  6
 343,312A,  5
 345,301B,  1
 345,302D,  4
 345,303C,  2
 345,304G,  5
 345,503B,  7
 345,504C,  6
 347,301F,  6
 347,302A,  3
 347,303A,  7
 347,304E,  4
 347,311A,  5
 347,312B,  2
 349,301F,  6
 349,302C,  7
 349,303C,  2
 349,304F,  3
 349,503D,  4
 349,504F,  1
 351,301D,  7
 351,302D,  4
 351,303E,  5
 351,304F,  3
 351,311B,  6
 351,312B,  2
 353,301C,  3
 353,302G,  5
 353,303A,  7
 353,304A,  6
 353,503D,  4
 353,504F,  1
 355,301D,  7
 355,302G,  5
 355,303D,  1
 355,304F,  3
 355,311B,  6
 355,312B,  2
 357,301D,  7
 357,302D,  4
 357,303D,  1
 357,304D,  2
 357,503F,  3
 357,504E,  5
 359,301E,  4
 359,302A,  3
 359,303A,  7
 359,304A,  6
 359,311A,  5
 359,312B,  2
 361,301F,  6
 361,302A,  3
 361,303C,  2
 361,304G,  5
 361,503D,  4
 361,504B,  7
 363,301E,  4
 363,302C,  7
 363,303D,  1
 363,304A,  6
 363,311A,  5
 363,312B,  2
 365,301B,  1
 365,302A,  3
 365,303C,  2
 365,304A,  6
 365,503C,  5
 365,504B,  7
 367,301B,  1
 367,302E,  6
 367,303B,  3
 367,304E,  4
 367,311A,  5
 367,312B,  2
 369,301F,  6
 369,302G,  5
 369,303D,  1
 369,304D,  2
 369,503D,  4
 369,504B,  7
 371,301B,  1
 371,302A,  3
 371,303G,  6
 371,304E,  4
 371,311A,  5
 371,312B,  2
 373,301A,  5
 373,302A,  3
 373,303G,  6
 373,304B,  7
 373,503E,  2
 373,504D,  4
 375,301F,  6
 375,302A,  3
 375,303D,  1
 375,304B,  7
 375,311A,  5
 375,312B,  2
 377,401F,  3
 377,402G,  6
 377,403B,  4
 377,404E,  5
 377,501D,  7
 377,502E,  2
 379,401B,  2
 379,402D,  7
 379,403D,  6
 379,404E,  5
 379,506E,  1
 379,507C,  3
 381,401G,  7
 381,402B,  3
 381,403E,  5
 381,404B,  2
 381,501G,  6
 381,502A,  1
 383,401G,  7
 383,402F,  4
 383,403G,  1
 383,404F,  6
 383,506F,  2
 383,507A,  5
 385,401E,  1
 385,402C,  5
 385,403C,  7
 385,404B,  2
 385,501F,  4
 385,502D,  6
 387,401C,  4
 387,402B,  3
 387,403G,  1
 387,404D,  7
 387,506F,  2
 387,507A,  5
 389,401G,  7
 389,402E,  1
 389,403A,  2
 389,404G,  3
 389,501F,  4
 389,502D,  6
 391,401C,  4
 391,402G,  6
 391,403F,  3
 391,404D,  7
 391,506E,  1
 391,507A,  5
 393,401G,  7
 393,402B,  3
 393,403A,  2
 393,404E,  5
 393,501F,  4
 393,502D,  6
 395,401F,  3
 395,402D,  7
 395,403G,  1
 395,404E,  5
 395,506B,  4
 395,507D,  6
 397,401D,  5
 397,402G,  6
 397,403F,  3
 397,404B,  2
 397,501D,  7
 397,502A,  1
 399,401E,  1
 399,402A,  2
 399,403D,  6
 399,404G,  3
 399,506B,  4
 399,507A,  5
 401,401E,  1
 401,402B,  3
 401,403A,  2
 401,404E,  5
 401,501F,  4
 401,502D,  6
 403,401C,  4
 403,402C,  5
 403,403D,  6
 403,404G,  3
 403,506F,  2
 403,507E,  7
 405,401A,  6
 405,402C,  5
 405,403G,  1
 405,404G,  3
 405,501D,  7
 405,502E,  2
 407,401G,  7
 407,402B,  3
 407,403E,  5
 407,404A,  1
 407,506B,  4
 407,507G,  2
 409,401C,  4
 409,402B,  3
 409,403G,  1
 409,404F,  6
 409,501B,  5
 409,502C,  7
 411,401D,  5
 411,402B,  3
 411,403G,  1
 411,404C,  4
 411,506G,  7
 411,507G,  2
 413,401A,  6
 413,402D,  7
 413,403A,  2
 413,404C,  4
 413,501A,  3
 413,502A,  1
 415,401C,  4
 415,402C,  5
 415,403D,  6
 415,404B,  2
 415,506E,  1
 415,507E,  7
 417,401F,  3
 417,402C,  5
 417,403D,  6
 417,404C,  4
 417,501C,  2
 417,502A,  1
 419,401F,  3
 419,402G,  6
 419,403C,  7
 419,404A,  1
 419,506F,  2
 419,507F,  4
 421,401D,  5
 421,402F,  4
 421,403A,  2
 421,404A,  1
 421,501A,  3
 421,502D,  6
 423,401E,  1
 423,402F,  4
 423,403E,  5
 423,404F,  6
 423,506A,  3
 423,507G,  2
 425,401E,  1
 425,402D,  7
 425,403E,  5
 425,404G,  3
 425,501F,  4
 425,502E,  2
 427,401E,  1
 427,402B,  3
 427,403B,  4
 427,404E,  5
 427,506C,  6
 427,507G,  2
 429,401C,  4
 429,402C,  5
 429,403D,  6
 429,404B,  2
 429,501A,  3
 429,502C,  7
 431,401A,  6
 431,402F,  4
 431,403G,  1
 431,404D,  7
 431,506A,  3
 431,507A,  5
 433,401D,  5
 433,402B,  3
 433,403B,  4
 433,404A,  1
 433,501D,  7
 433,502D,  6
 435,401F,  3
 435,402A,  2
 435,403G,  1
 435,404E,  5
 435,506B,  4
 435,507E,  7
 437,401F,  3
 437,402A,  2
 437,403C,  7
 437,404C,  4
 437,501G,  6
 437,502A,  1
 439,401E,  1
 439,402C,  5
 439,403C,  7
 439,404C,  4
 439,506F,  2
 439,507C,  3
 441,401B,  2
 441,402F,  4
 441,403G,  1
 441,404G,  3
 441,501B,  5
 441,502D,  6
 443,401B,  2
 443,402E,  1
 443,403C,  7
 443,404E,  5
 443,506A,  3
 443,507F,  4
 445,401B,  2
 445,402C,  5
 445,403B,  4
 445,404D,  7
 445,501G,  6
 445,502A,  1
 447,401E,  1
 447,402D,  7
 447,403A,  2
 447,404F,  6
 447,506D,  5
 447,507F,  4
 449,401C,  4
 449,402E,  1
 449,403C,  7
 449,404B,  2
 449,501B,  5
 449,502G,  3
 451,401A,  6
 451,402A,  2
 451,403G,  1
 451,404D,  7
 451,506B,  4
 451,507C,  3
 453,401G,  7
 453,402E,  1
 453,403E,  5
 453,404C,  4
 453,501C,  2
 453,502G,  3
 455,401D,  5
 455,402A,  2
 455,403F,  3
 455,404F,  6
 455,506B,  4
 455,507B,  1
 457,401E,  1
 457,402A,  2
 457,403E,  5
 457,404F,  6
 457,501A,  3
 457,502C,  7
 459,401B,  2
 459,402E,  1
 459,403B,  4
 459,404E,  5
 459,506C,  6
 459,507E,  7
 461,401C,  4
 461,402E,  1
 461,403A,  2
 461,404F,  6
 461,501A,  3
 461,502C,  7
 463,401A,  6
 463,402E,  1
 463,403B,  4
 463,404B,  2
 463,506G,  7
 463,507C,  3
 465,401G,  7
 465,402E,  1
 465,403A,  2
 465,404E,  5
 465,501F,  4
 465,502G,  3
 467,401F,  3
 467,402F,  4
 467,403E,  5
 467,404F,  6
 467,506E,  1
 467,507E,  7
 469,401F,  3
 469,402E,  1
 469,403E,  5
 469,404F,  6
 469,501D,  7
 469,502E,  2
 471,401C,  4
 471,402D,  7
 471,403F,  3
 471,404A,  1
 471,506D,  5
 471,507G,  2
 473,401D,  5
 473,402D,  7
 473,403B,  4
 473,404G,  3
 473,501C,  2
 473,502A,  1
 475,401C,  4
 475,402D,  7
 475,403E,  5
 475,404G,  3
 475,506C,  6
 475,507G,  2
 477,401C,  4
 477,402B,  3
 477,403E,  5
 477,404A,  1
 477,501G,  6
 477,502C,  7
 479,401A,  6
 479,402D,  7
 479,403E,  5
 479,404C,  4
 479,506F,  2
 479,507B,  1
 481,401B,  2
 481,402E,  1
 481,403E,  5
 481,404C,  4
 481,501A,  3
 481,502C,  7
 483,401A,  6
 483,402F,  4
 483,403C,  7
 483,404A,  1
 483,506D,  5
 483,507C,  3
 485,401D,  5
 485,402E,  1
 485,403B,  4
 485,404B,  2
 485,501A,  3
 485,502C,  7
 487,401B,  2
 487,402D,  7
 487,403B,  4
 487,404G,  3
 487,506E,  1
 487,507A,  5
 489,401E,  1
 489,402F,  4
 489,403F,  3
 489,404D,  7
 489,501C,  2
 489,502B,  5
 491,401G,  7
 491,402F,  4
 491,403F,  3
 491,404B,  2
 491,506C,  6
 491,507A,  5
 493,401G,  7
 493,402B,  3
 493,403B,  4
 493,404A,  1
 493,501B,  5
 493,502E,  2
 495,401D,  5
 495,402D,  7
 495,403F,  3
 495,404A,  1
 495,506C,  6
 495,507F,  4
 497,401G,  7
 497,402E,  1
 497,403E,  5
 497,404C,  4
 497,501C,  2
 497,502G,  3
 499,401G,  7
 499,402E,  1
 499,403E,  5
 499,404G,  3
 499,506C,  6
 499,507F,  4
