STUDENT,CLASS,PERIOD
 442,503C,  7
 442,504F,  2
 442,505G,  3
 444,401E,  5
 444,402A,  1
 444,403C,  4
 444,404F,  6
 444,411A,  7
 444,412B,  3
 444,413A,  2
 446,401E,  5
 446,402F,  2
 446,403G,  3
 446,404C,  7
 446,503F,  1
 446,504A,  6
 446,505C,  4
 448,401E,  5
 448,402E,  7
 448,403F,  6
 448,404D,  4
 448,411B,  1
 448,412B,  3
 448,413A,  2
 450,401A,  2
 450,402A,  1
 450,403F,  6
 450,404D,  4
 450,503A,  3
 450,504E,  5
 450,505E,  7
 452,401A,  2
 452,402D,  3
 452,403E,  1
 452,404A,  5
 452,411A,  7
 452,412A,  6
 452,413B,  4
 454,401B,  4
 454,402F,  2
 454,403E,  1
 454,404A,  5
 454,503C,  7
 454,504A,  6
 454,505G,  3
 456,401C,  6
 456,402B,  4
 456,403E,  1
 456,404A,  5
 456,411A,  7
 456,412B,  3
 456,413A,  2
 458,401F,  3
 458,402E,  7
 458,403A,  5
 458,404B,  2
 458,503G,  4
 458,504B,  1
 458,505D,  6
 460,401A,  2
 460,402G,  5
 460,403F,  6
 460,404C,  7
 460,411B,  1
 460,412B,  3
 460,413B,  4
 462,401A,  2
 462,402B,  4
 462,403A,  5
 462,404C,  7
 462,503F,  1
 462,504A,  6
 462,505G,  3
 464,401F,  3
 464,402A,  1
 464,403A,  5
 464,404B,  2
 464,411A,  7
 464,412A,  6
 464,413B,  4
 466,401A,  2
 466,402G,  5
 466,403C,  4
 466,404F,  6
 466,503A,  3
 466,504G,  7
 466,505A,  1
 468,401F,  3
 468,402E,  7
 468,403A,  5
 468,404B,  2
 468,411B,  1
 468,412A,  6
 468,413B,  4
 470,401C,  6
 470,402F,  2
 470,403B,  7
 470,404E,  3
 470,503G,  4
 470,504E,  5
 470,505A,  1
 472,401B,  4
 472,402A,  1
 472,403F,  6
 472,404A,  5
 472,411A,  7
 472,412B,  3
 472,413A,  2
 474,401E,  5
 474,402E,  7
 474,403F,  6
 474,404B,  2
 474,503G,  4
 474,504C,  3
 474,505A,  1
 476,401A,  2
 476,402A,  1
 476,403A,  5
 476,404F,  6
 476,411A,  7
 476,412B,  3
 476,413B,  4
 478,401A,  2
 478,402G,  5
 478,403C,  4
 478,404F,  6
 478,503A,  3
 478,504B,  1
 478,505E,  7
 480,401E,  5
 480,402F,  2
 480,403B,  7
 480,404F,  6
 480,411B,  1
 480,412B,  3
 480,413B,  4
 482,401E,  5
 482,402C,  6
 482,403C,  4
 482,404G,  1
 482,503C,  7
 482,504F,  2
 482,505G,  3
 484,401G,  7
 484,402G,  5
 484,403F,  6
 484,404D,  4
 484,411B,  1
 484,412B,  3
 484,413A,  2
 486,401C,  6
 486,402A,  1
 486,403A,  5
 486,404D,  4
 486,503D,  2
 486,504G,  7
 486,505G,  3
 488,401D,  1
 488,402G,  5
 488,403G,  3
 488,404D,  4
 488,411A,  7
 488,412A,  6
 488,413A,  2
 490,401B,  4
 490,402F,  2
 490,403A,  5
 490,404F,  6
 490,503A,  3
 490,504B,  1
 490,505E,  7
 492,401F,  3
 492,402E,  7
 492,403A,  5
 492,404D,  4
 492,411B,  1
 492,412A,  6
 492,413A,  2
 494,401F,  3
 494,402F,  2
 494,403B,  7
 494,404A,  5
 494,503E,  6
 494,504B,  1
 494,505C,  4
 496,401C,  6
 496,402A,  1
 496,403A,  5
 496,404B,  2
 496,411A,  7
 496,412B,  3
 496,413B,  4
 498,401E,  5
 498,402D,  3
 498,403F,  6
 498,404B,  2
 498,503F,  1
 498,504G,  7
 498,505C,  4
 500,401C,  6
 500,402F,  2
 500,403B,  7
 500,404A,  5
 500,411B,  1
 500,412B,  3
 500,413B,  4
   1,101E,  5
   1,102D,  7
   1,103A,  4
   1,104A,  2
   1,111A,  6
   1,112B,  3
   3,101G,  6
   3,102C,  2
   3,103F,  1
   3,104F,  3
   3,503B,  5
   3,504G,  7
   5,101D,  1
   5,102A,  4
   5,103C,  5
   5,104E,  6
   5,111B,  7
   5,112B,  3
   7,101C,  2
   7,102B,  5
   7,103F,  1
   7,104B,  4
   7,503C,  7
   7,504A,  6
   9,101F,  3
   9,102G,  1
   9,103G,  7
   9,104C,  5
   9,111A,  6
   9,112A,  2
  11,101C,  2
  11,102F,  6
  11,103C,  5
  11,104G,  1
  11,503C,  7
  11,504D,  4
  13,101G,  6
  13,102G,  1
  13,103C,  5
  13,104F,  3
  13,111B,  7
  13,112A,  2
  15,101E,  5
  15,102C,  2
  15,103A,  4
  15,104G,  1
  15,503A,  3
  15,504A,  6
  17,101D,  1
  17,102F,  6
  17,103C,  5
  17,104F,  3
  17,111B,  7
  17,112A,  2
  19,101F,  3
  19,102D,  7
  19,103C,  5
  19,104A,  2
  19,503G,  4
  19,504A,  6
  21,101B,  7
  21,102C,  2
  21,103F,  1
  21,104B,  4
  21,111A,  6
  21,112B,  3
  23,101F,  3
  23,102D,  7
  23,103D,  6
  23,104C,  5
  23,503D,  2
  23,504D,  4
  25,101D,  1
  25,102D,  7
  25,103B,  3
  25,104C,  5
  25,111A,  6
  25,112A,  2
  27,101A,  4
  27,102F,  6
  27,103C,  5
  27,104G,  1
  27,503C,  7
  27,504F,  2
  29,101B,  7
  29,102G,  1
  29,103C,  5
  29,104F,  3
  29,111A,  6
  29,112A,  2
  31,101C,  2
  31,102A,  4
  31,103B,  3
  31,104D,  7
  31,503F,  1
  31,504E,  5
  33,101F,  3
  33,102G,  1
  33,103C,  5
  33,104B,  4
  33,111A,  6
  33,112A,  2
  35,101E,  5
  35,102D,  7
  35,103D,  6
  35,104B,  4
  35,503F,  1
  35,504F,  2
  37,101A,  4
  37,102G,  1
  37,103G,  7
  37,104A,  2
  37,111A,  6
  37,112B,  3
  39,101A,  4
  39,102E,  3
  39,103F,  1
  39,104E,  6
  39,503C,  7
  39,504F,  2
  41,101C,  2
  41,102B,  5
  41,103G,  7
  41,104B,  4
  41,111A,  6
  41,112B,  3
  43,101F,  3
  43,102C,  2
  43,103G,  7
  43,104B,  4
  43,503E,  6
  43,504E,  5
  45,101E,  5
  45,102D,  7
  45,103F,  1
  45,104B,  4
  45,111A,  6
  45,112B,  3
  47,101G,  6
  47,102D,  7
  47,103A,  4
  47,104C,  5
  47,503A,  3
  47,504F,  2
  49,101A,  4
  49,102B,  5
  49,103G,  7
  49,104A,  2
  49,111A,  6
  49,112B,  3
  51,101B,  7
  51,102C,  2
  51,103D,  6
  51,104F,  3
  51,503B,  5
  51,504D,  4
  53,101C,  2
  53,102B,  5
  53,103D,  6
  53,104B,  4
  53,111B,  7
  53,112B,  3
  55,101G,  6
  55,102E,  3
  55,103A,  4
  55,104C,  5
  55,503D,  2
  55,504G,  7
  57,101A,  4
  57,102D,  7
  57,103F,  1
  57,104F,  3
  57,111A,  6
  57,112A,  2
  59,101C,  2
  59,102E,  3
  59,103D,  6
  59,104C,  5
  59,503G,  4
  59,504B,  1
  61,101E,  5
  61,102F,  6
  61,103A,  4
  61,104G,  1
  61,111B,  7
  61,112A,  2
  63,101F,  3
  63,102D,  7
  63,103F,  1
  63,104E,  6
  63,503B,  5
  63,504D,  4
  65,101B,  7
  65,102C,  2
  65,103A,  4
  65,104G,  1
  65,111A,  6
  65,112B,  3
  67,101A,  4
  67,102B,  5
  67,103G,  7
  67,104F,  3
  67,503F,  1
  67,504A,  6
  69,101F,  3
  69,102F,  6
  69,103C,  5
  69,104B,  4
  69,111B,  7
  69,112A,  2
  71,101F,  3
  71,102F,  6
  71,103G,  7
  71,104B,  4
  71,503D,  2
  71,504B,  1
  73,101B,  7
  73,102C,  2
  73,103F,  1
  73,104C,  5
  73,111A,  6
  73,112B,  3
  75,101A,  4
  75,102D,  7
  75,103C,  5
  75,104A,  2
  75,503E,  6
  75,504B,  1
  77,101G,  6
  77,102B,  5
  77,103E,  2
  77,104B,  4
  77,111B,  7
  77,112B,  3
  79,101F,  3
  79,102C,  2
  79,103A,  4
  79,104C,  5
  79,503E,  6
  79,504B,  1
  81,101G,  6
  81,102A,  4
  81,103E,  2
  81,104G,  1
  81,111B,  7
  81,112B,  3
  83,101B,  7
  83,102B,  5
  83,103E,  2
  83,104B,  4
  83,503E,  6
  83,504B,  1
  85,101E,  5
  85,102C,  2
  85,103A,  4
  85,104E,  6
  85,111B,  7
  85,112B,  3
  87,101C,  2
  87,102D,  7
  87,103B,  3
  87,104G,  1
  87,503E,  6
  87,504D,  4
  89,101E,  5
  89,102C,  2
  89,103F,  1
  89,104B,  4
  89,111A,  6
  89,112B,  3
  91,101G,  6
  91,102C,  2
  91,103A,  4
  91,104C,  5
  91,503C,  7
  91,504C,  3
  93,101E,  5
  93,102F,  6
  93,103F,  1
  93,104F,  3
  93,111B,  7
  93,112A,  2
  95,101B,  7
  95,102A,  4
  95,103D,  6
  95,104C,  5
  95,503D,  2
  95,504B,  1
  97,101C,  2
  97,102B,  5
  97,103F,  1
  97,104E,  6
  97,111B,  7
  97,112B,  3
  99,101B,  7
  99,102B,  5
  99,103F,  1
  99,104A,  2
  99,503E,  6
  99,504D,  4
 101,101G,  6
 101,102E,  3
 101,103A,  4
 101,104C,  5
 101,111B,  7
 101,112A,  2
 103,101F,  3
 103,102D,  7
 103,103E,  2
 103,104C,  5
 103,503F,  1
 103,504D,  4
 105,101F,  3
 105,102B,  5
 105,103D,  6
 105,104G,  1
 105,111B,  7
 105,112A,  2
 107,101G,  6
 107,102A,  4
 107,103G,  7
 107,104A,  2
 107,503B,  5
 107,504B,  1
 109,101F,  3
 109,102A,  4
 109,103G,  7
 109,104G,  1
 109,111A,  6
 109,112A,  2
 111,101F,  3
 111,102F,  6
 111,103G,  7
 111,104C,  5
 111,503D,  2
 111,504D,  4
 113,101E,  5
 113,102E,  3
 113,103G,  7
 113,104G,  1
 113,111A,  6
 113,112A,  2
 115,101E,  5
 115,102E,  3
 115,103D,  6
 115,104G,  1
 115,503D,  2
 115,504G,  7
 117,101E,  5
 117,102A,  4
 117,103E,  2
 117,104G,  1
 117,111B,  7
 117,112B,  3
 119,101B,  7
 119,102A,  4
 119,103E,  2
 119,104G,  1
 119,503E,  6
 119,504C,  3
 121,101A,  4
 121,102D,  7
 121,103B,  3
 121,104C,  5
 121,111A,  6
 121,112A,  2
 123,101C,  2
 123,102B,  5
 123,103B,  3
 123,104E,  6
 123,503G,  4
 123,504G,  7
 125,101A,  4
 125,102B,  5
 125,103B,  3
 125,104E,  6
 125,111B,  7
 125,112A,  2
 127,201B,  3
 127,202B,  4
 127,203D,  1
 127,204F,  6
 127,501F,  2
 127,502F,  7
 129,201A,  5
 129,202F,  1
 129,203A,  3
 129,204E,  2
 129,506G,  4
 129,507C,  7
 131,201B,  3
 131,202B,  4
 131,203D,  1
 131,204E,  2
 131,501A,  6
 131,502F,  7
 133,201E,  6
 133,202E,  5
 133,203F,  7
 133,204D,  3
 133,506G,  4
 133,507D,  2
 135,201E,  6
 135,202E,  5
 135,203F,  7
 135,204E,  2
 135,501G,  3
 135,502A,  1
 137,201A,  5
 137,202B,  4
 137,203G,  6
 137,204D,  3
 137,506F,  7
 137,507B,  1
 139,201B,  3
 139,202B,  4
 139,203B,  2
 139,204F,  6
 139,501D,  7
 139,502A,  1
 141,201F,  1
 141,202D,  7
 141,203A,  3
 141,204E,  2
 141,506E,  5
 141,507E,  6
 143,201G,  4
 143,202A,  3
 143,203C,  5
 143,204B,  1
 143,501D,  7
 143,502D,  6
 145,201E,  6
 145,202E,  5
 145,203B,  2
 145,204A,  4
 145,506B,  1
 145,507C,  7
 147,201D,  7
 147,202C,  6
 147,203C,  5
 147,204E,  2
 147,501B,  4
 147,502A,  1
 149,201E,  6
 149,202E,  5
 149,203B,  2
 149,204D,  3
 149,506B,  1
 149,507C,  7
 151,201C,  2
 151,202A,  3
 151,203C,  5
 151,204B,  1
 151,501A,  6
 151,502F,  7
 153,201D,  7
 153,202E,  5
 153,203G,  6
 153,204B,  1
 153,506C,  3
 153,507G,  4
 155,201F,  1
 155,202A,  3
 155,203C,  5
 155,204A,  4
 155,501F,  2
 155,502D,  6
 157,201A,  5
 157,202B,  4
 157,203G,  6
 157,204D,  3
 157,506B,  1
 157,507D,  2
 159,201E,  6
 159,202G,  2
 159,203C,  5
 159,204G,  7
 159,501B,  4
 159,502C,  3
 161,201C,  2
 161,202A,  3
 161,203C,  5
 161,204A,  4
 161,506A,  6
 161,507B,  1
 163,201G,  4
 163,202E,  5
 163,203F,  7
 163,204F,  6
 163,501C,  1
 163,502E,  2
 165,201B,  3
 165,202E,  5
 165,203E,  4
 165,204F,  6
 165,506D,  2
 165,507B,  1
 167,201E,  6
 167,202G,  2
 167,203C,  5
 167,204D,  3
 167,501B,  4
 167,502F,  7
 169,201C,  2
 169,202F,  1
 169,203F,  7
 169,204A,  4
 169,506A,  6
 169,507A,  5
 171,201C,  2
 171,202B,  4
 171,203F,  7
 171,204C,  5
 171,501A,  6
 171,502C,  3
 173,201B,  3
 173,202G,  2
 173,203D,  1
 173,204F,  6
 173,506G,  4
 173,507A,  5
 175,201F,  1
 175,202A,  3
 175,203E,  4
 175,204E,  2
 175,501A,  6
 175,502B,  5
 177,201B,  3
 177,202G,  2
 177,203C,  5
 177,204B,  1
 177,506F,  7
 177,507E,  6
 179,201A,  5
 179,202A,  3
 179,203F,  7
 179,204E,  2
 179,501B,  4
 179,502A,  1
 181,201A,  5
 181,202G,  2
 181,203D,  1
 181,204A,  4
 181,506F,  7
 181,507E,  6
 183,201E,  6
 183,202G,  2
 183,203A,  3
 183,204C,  5
 183,501B,  4
 183,502F,  7
 185,201G,  4
 185,202C,  6
 185,203F,  7
 185,204C,  5
 185,506C,  3
 185,507D,  2
 187,201C,  2
 187,202B,  4
 187,203F,  7
 187,204F,  6
 187,501E,  5
 187,502A,  1
 189,201F,  1
 189,202A,  3
 189,203G,  6
 189,204A,  4
 189,506D,  2
 189,507A,  5
 191,201D,  7
 191,202B,  4
 191,203G,  6
 191,204E,  2
 191,501E,  5
 191,502A,  1
 193,201F,  1
 193,202G,  2
 193,203A,  3
 193,204F,  6
 193,506E,  5
 193,507G,  4
 195,201C,  2
 195,202F,  1
 195,203E,  4
 195,204D,  3
 195,501D,  7
 195,502B,  5
 197,201D,  7
 197,202G,  2
 197,203E,  4
 197,204F,  6
 197,506E,  5
 197,507B,  1
 199,201B,  3
 199,202G,  2
 199,203D,  1
 199,204G,  7
 199,501B,  4
 199,502B,  5
 201,201A,  5
 201,202A,  3
 201,203B,  2
 201,204G,  7
 201,506A,  6
 201,507G,  4
 203,201D,  7
 203,202A,  3
 203,203D,  1
 203,204A,  4
 203,501E,  5
 203,502E,  2
 205,201A,  5
 205,202F,  1
 205,203G,  6
 205,204G,  7
 205,506G,  4
 205,507D,  2
 207,201E,  6
 207,202F,  1
 207,203B,  2
 207,204D,  3
 207,501E,  5
 207,502G,  4
 209,201B,  3
 209,202B,  4
 209,203D,  1
 209,204C,  5
 209,506F,  7
 209,507E,  6
 211,201B,  3
 211,202C,  6
 211,203C,  5
 211,204G,  7
 211,501B,  4
 211,502A,  1
 213,201D,  7
 213,202E,  5
 213,203E,  4
 213,204B,  1
 213,506C,  3
 213,507D,  2
 215,201B,  3
 215,202E,  5
 215,203F,  7
 215,204E,  2
 215,501C,  1
 215,502D,  6
 217,201A,  5
 217,202C,  6
 217,203B,  2
 217,204A,  4
 217,506F,  7
 217,507F,  3
 219,201A,  5
 219,202C,  6
 219,203D,  1
 219,204G,  7
 219,501F,  2
 219,502C,  3
 221,201G,  4
 221,202F,  1
 221,203C,  5
 221,204D,  3
 221,506D,  2
 221,507E,  6
 223,201D,  7
 223,202B,  4
 223,203C,  5
 223,204D,  3
 223,501A,  6
 223,502E,  2
 225,201G,  4
 225,202G,  2
 225,203A,  3
 225,204F,  6
 225,506B,  1
 225,507C,  7
 227,201D,  7
 227,202F,  1
 227,203E,  4
 227,204D,  3
 227,501A,  6
 227,502E,  2
 229,201A,  5
 229,202F,  1
 229,203G,  6
 229,204D,  3
 229,506F,  7
 229,507D,  2
 231,201A,  5
 231,202G,  2
 231,203G,  6
 231,204D,  3
 231,501C,  1
 231,502G,  4
 233,201D,  7
 233,202A,  3
 233,203B,  2
 233,204C,  5
 233,506G,  4
 233,507E,  6
 235,201A,  5
 235,202A,  3
 235,203B,  2
 235,204G,  7
 235,501A,  6
 235,502G,  4
 237,201D,  7
 237,202G,  2
 237,203G,  6
 237,204A,  4
 237,506E,  5
 237,507F,  3
 239,201C,  2
 239,202B,  4
 239,203A,  3
 239,204C,  5
 239,501D,  7
 239,502D,  6
 241,201B,  3
 241,202E,  5
 241,203E,  4
 241,204E,  2
 241,506B,  1
 241,507C,  7
 243,201D,  7
 243,202B,  4
 243,203A,  3
 243,204F,  6
 243,501E,  5
 243,502A,  1
 245,201C,  2
 245,202F,  1
 245,203A,  3
 245,204F,  6
 245,506E,  5
 245,507G,  4
 247,201C,  2
 247,202B,  4
 247,203A,  3
 247,204F,  6
 247,501C,  1
 247,502F,  7
 249,201D,  7
 249,202F,  1
 249,203B,  2
 249,204A,  4
 249,506E,  5
 249,507F,  3
 251,301D,  2
 251,302D,  1
 251,303B,  6
 251,304D,  4
 251,311B,  3
 251,312A,  7
 253,301B,  3
 253,302C,  6
 253,303E,  1
 253,304G,  2
 253,503G,  4
 253,504G,  7
 255,301F,  1
 255,302C,  6
 255,303G,  5
 255,304D,  4
 255,311B,  3
 255,312B,  2
 257,301E,  7
 257,302G,  4
 257,303C,  2
 257,304E,  1
 257,503A,  3
 257,504A,  6
 259,301C,  5
 259,302B,  7
 259,303D,  4
 259,304C,  6
 259,311B,  3
 259,312B,  2
 261,301F,  1
 261,302A,  3
 261,303D,  4
 261,304F,  5
 261,503E,  6
 261,504G,  7
 263,301G,  4
 263,302D,  1
 263,303G,  5
 263,304C,  6
 263,311B,  3
 263,312A,  7
 265,301E,  7
 265,302G,  4
 265,303E,  1
 265,304G,  2
 265,503A,  3
 265,504E,  5
 267,301B,  3
 267,302C,  6
 267,303F,  7
 267,304D,  4
 267,311A,  1
 267,312B,  2
 269,301E,  7
 269,302F,  5
 269,303C,  2
 269,304C,  6
 269,503A,  3
 269,504B,  1
 271,301G,  4
 271,302D,  1
 271,303B,  6
 271,304A,  7
 271,311B,  3
 271,312B,  2
 273,301C,  5
 273,302G,  4
 273,303E,  1
 273,304C,  6
 273,503C,  7
 273,504C,  3
 275,301G,  4
 275,302C,  6
 275,303E,  1
 275,304G,  2
 275,311B,  3
 275,312A,  7
 277,301D,  2
 277,302F,  5
 277,303E,  1
 277,304D,  4
 277,503A,  3
 277,504A,  6
 279,301C,  5
 279,302A,  3
 279,303D,  4
 279,304G,  2
 279,311A,  1
 279,312A,  7
 281,301D,  2
 281,302D,  1
 281,303F,  7
 281,304F,  5
 281,503A,  3
 281,504A,  6
 283,301A,  6
 283,302E,  2
 283,303D,  4
 283,304E,  1
 283,311B,  3
 283,312A,  7
 285,301B,  3
 285,302D,  1
 285,303G,  5
 285,304G,  2
 285,503E,  6
 285,504D,  4
 287,301E,  7
 287,302G,  4
 287,303A,  3
 287,304C,  6
 287,311A,  1
 287,312B,  2
 289,301A,  6
 289,302G,  4
 289,303G,  5
 289,304G,  2
 289,503C,  7
 289,504C,  3
 291,301C,  5
 291,302D,  1
 291,303B,  6
 291,304A,  7
 291,311B,  3
 291,312B,  2
 293,301E,  7
 293,302G,  4
 293,303A,  3
 293,304G,  2
 293,503B,  5
 293,504A,  6
 295,301D,  2
 295,302A,  3
 295,303B,  6
 295,304F,  5
 295,311A,  1
 295,312A,  7
 297,301D,  2
 297,302G,  4
 297,303F,  7
 297,304E,  1
 297,503B,  5
 297,504C,  3
 299,301D,  2
 299,302G,  4
 299,303G,  5
 299,304C,  6
 299,311B,  3
 299,312A,  7
 301,301D,  2
 301,302G,  4
 301,303A,  3
 301,304A,  7
 301,503B,  5
 301,504A,  6
 303,301G,  4
 303,302A,  3
 303,303B,  6
 303,304A,  7
 303,311A,  1
 303,312B,  2
 305,301D,  2
 305,302F,  5
 305,303A,  3
 305,304C,  6
 305,503F,  1
 305,504D,  4
 307,301A,  6
 307,302A,  3
 307,303D,  4
 307,304F,  5
 307,311A,  1
 307,312A,  7
 309,301B,  3
 309,302B,  7
 309,303B,  6
 309,304D,  4
 309,503F,  1
 309,504E,  5
 311,301C,  5
 311,302G,  4
 311,303A,  3
 311,304G,  2
 311,311A,  1
 311,312A,  7
 313,301G,  4
 313,302C,  6
 313,303A,  3
 313,304G,  2
 313,503B,  5
 313,504B,  1
 315,301C,  5
 315,302C,  6
 315,303E,  1
 315,304A,  7
 315,311B,  3
 315,312B,  2
 317,301F,  1
 317,302C,  6
 317,303F,  7
 317,304G,  2
 317,503A,  3
 317,504E,  5
 319,301B,  3
 319,302C,  6
 319,303C,  2
 319,304F,  5
 319,311A,  1
 319,312A,  7
 321,301G,  4
 321,302E,  2
 321,303A,  3
 321,304F,  5
 321,503C,  7
 321,504A,  6
 323,301B,  3
 323,302E,  2
 323,303D,  4
 323,304C,  6
 323,311A,  1
 323,312A,  7
 325,301B,  3
 325,302E,  2
 325,303F,  7
 325,304D,  4
 325,503E,  6
 325,504B,  1
 327,301A,  6
 327,302F,  5
 327,303F,  7
 327,304B,  3
 327,311A,  1
 327,312B,  2
 329,301D,  2
 329,302A,  3
 329,303E,  1
 329,304D,  4
 329,503C,  7
 329,504E,  5
 331,301A,  6
 331,302D,  1
 331,303G,  5
 331,304G,  2
 331,311B,  3
 331,312A,  7
 333,301C,  5
 333,302B,  7
 333,303C,  2
 333,304D,  4
 333,503E,  6
 333,504C,  3
 335,301A,  6
 335,302B,  7
 335,303E,  1
 335,304F,  5
 335,311B,  3
 335,312B,  2
 337,301D,  2
 337,302B,  7
 337,303G,  5
 337,304D,  4
 337,503F,  1
 337,504C,  3
 339,301A,  6
 339,302B,  7
 339,303D,  4
 339,304E,  1
 339,311B,  3
 339,312B,  2
 341,301E,  7
 341,302D,  1
 341,303C,  2
 341,304D,  4
 341,503A,  3
 341,504E,  5
 343,301G,  4
 343,302B,  7
 343,303E,  1
 343,304C,  6
 343,311B,  3
 343,312B,  2
 345,301A,  6
 345,302E,  2
 345,303E,  1
 345,304B,  3
 345,503C,  7
 345,504E,  5
 347,301C,  5
 347,302D,  1
 347,303F,  7
 347,304C,  6
 347,311B,  3
 347,312B,  2
 349,301A,  6
 349,302E,  2
 349,303A,  3
 349,304E,  1
 349,503C,  7
 349,504E,  5
 351,301C,  5
 351,302E,  2
 351,303E,  1
 351,304D,  4
 351,311B,  3
 351,312A,  7
 353,301C,  5
 353,302A,  3
 353,303F,  7
 353,304E,  1
 353,503D,  2
 353,504D,  4
 355,301D,  2
 355,302A,  3
 355,303G,  5
 355,304D,  4
 355,311A,  1
 355,312A,  7
 357,301C,  5
 357,302D,  1
 357,303A,  3
 357,304C,  6
 357,503D,  2
 357,504G,  7
 359,301E,  7
 359,302F,  5
 359,303B,  6
 359,304B,  3
 359,311A,  1
 359,312B,  2
 361,301A,  6
 361,302E,  2
 361,303A,  3
 361,304A,  7
 361,503F,  1
 361,504E,  5
 363,301D,  2
 363,302A,  3
 363,303G,  5
 363,304C,  6
 363,311A,  1
 363,312A,  7
 365,301B,  3
 365,302E,  2
 365,303G,  5
 365,304A,  7
 365,503F,  1
 365,504D,  4
 367,301E,  7
 367,302F,  5
 367,303B,  6
 367,304B,  3
 367,311A,  1
 367,312B,  2
 369,301A,  6
 369,302E,  2
 369,303F,  7
 369,304B,  3
 369,503F,  1
 369,504E,  5
 371,301C,  5
 371,302B,  7
 371,303B,  6
 371,304B,  3
 371,311A,  1
 371,312B,  2
 373,301C,  5
 373,302D,  1
 373,303C,  2
 373,304A,  7
 373,503A,  3
 373,504A,  6
 375,301A,  6
 375,302F,  5
 375,303C,  2
 375,304E,  1
 375,311B,  3
 375,312A,  7
 377,401G,  7
 377,402F,  2
 377,403C,  4
 377,404F,  6
 377,501C,  1
 377,502B,  5
 379,401B,  4
 379,402F,  2
 379,403E,  1
 379,404E,  3
 379,506F,  7
 379,507E,  6
 381,401B,  4
 381,402G,  5
 381,403E,  1
 381,404B,  2
 381,501A,  6
 381,502F,  7
 383,401E,  5
 383,402C,  6
 383,403C,  4
 383,404E,  3
 383,506D,  2
 383,507B,  1
 385,401G,  7
 385,402G,  5
 385,403C,  4
 385,404E,  3
 385,501F,  2
 385,502D,  6
 387,401G,  7
 387,402B,  4
 387,403E,  1
 387,404F,  6
 387,506E,  5
 387,507D,  2
 389,401A,  2
 389,402B,  4
 389,403F,  6
 389,404E,  3
 389,501C,  1
 389,502F,  7
 391,401A,  2
 391,402C,  6
 391,403C,  4
 391,404E,  3
 391,506E,  5
 391,507C,  7
 393,401D,  1
 393,402F,  2
 393,403F,  6
 393,404A,  5
 393,501D,  7
 393,502G,  4
 395,401F,  3
 395,402F,  2
 395,403A,  5
 395,404D,  4
 395,506A,  6
 395,507B,  1
 397,401E,  5
 397,402E,  7
 397,403D,  2
 397,404E,  3
 397,501A,  6
 397,502G,  4
 399,401F,  3
 399,402F,  2
 399,403C,  4
 399,404G,  1
 399,506F,  7
 399,507E,  6
 401,401C,  6
 401,402G,  5
 401,403G,  3
 401,404B,  2
 401,501B,  4
 401,502F,  7
 403,401E,  5
 403,402D,  3
 403,403E,  1
 403,404B,  2
 403,506G,  4
 403,507E,  6
 405,401B,  4
 405,402F,  2
 405,403E,  1
 405,404C,  7
 405,501A,  6
 405,502B,  5
 407,401G,  7
 407,402C,  6
 407,403C,  4
 407,404G,  1
 407,506D,  2
 407,507A,  5
 409,401E,  5
 409,402C,  6
 409,403C,  4
 409,404C,  7
 409,501F,  2
 409,502C,  3
 411,401E,  5
 411,402C,  6
 411,403C,  4
 411,404C,  7
 411,506B,  1
 411,507F,  3
 413,401C,  6
 413,402D,  3
 413,403D,  2
 413,404G,  1
 413,501D,  7
 413,502B,  5
 415,401B,  4
 415,402G,  5
 415,403D,  2
 415,404F,  6
 415,506C,  3
 415,507C,  7
 417,401D,  1
 417,402G,  5
 417,403D,  2
 417,404D,  4
 417,501D,  7
 417,502D,  6
 419,401C,  6
 419,402F,  2
 419,403B,  7
 419,404A,  5
 419,506G,  4
 419,507F,  3
 421,401E,  5
 421,402B,  4
 421,403B,  7
 421,404E,  3
 421,501C,  1
 421,502E,  2
 423,401C,  6
 423,402A,  1
 423,403C,  4
 423,404C,  7
 423,506D,  2
 423,507A,  5
 425,401F,  3
 425,402B,  4
 425,403E,  1
 425,404A,  5
 425,501F,  2
 425,502D,  6
 427,401E,  5
 427,402A,  1
 427,403F,  6
 427,404D,  4
 427,506F,  7
 427,507D,  2
 429,401F,  3
 429,402B,  4
 429,403B,  7
 429,404B,  2
 429,501E,  5
 429,502D,  6
 431,401G,  7
 431,402D,  3
 431,403C,  4
 431,404G,  1
 431,506A,  6
 431,507D,  2
 433,401A,  2
 433,402E,  7
 433,403E,  1
 433,404E,  3
 433,501B,  4
 433,502D,  6
 435,401C,  6
 435,402E,  7
 435,403C,  4
 435,404E,  3
 435,506D,  2
 435,507B,  1
 437,401F,  3
 437,402A,  1
 437,403F,  6
 437,404A,  5
 437,501B,  4
 437,502F,  7
 439,401A,  2
 439,402A,  1
 439,403B,  7
 439,404A,  5
 439,506A,  6
 439,507G,  4
 441,401B,  4
 441,402E,  7
 441,403D,  2
 441,404E,  3
 441,501C,  1
 441,502B,  5
 443,401C,  6
 443,402G,  5
 443,403C,  4
 443,404E,  3
 443,506D,  2
 443,507B,  1
 445,401G,  7
 445,402B,  4
 445,403A,  5
 445,404B,  2
 445,501G,  3
 445,502D,  6
 447,401B,  4
 447,402F,  2
 447,403F,  6
 447,404G,  1
 447,506E,  5
 447,507C,  7
 449,401A,  2
 449,402G,  5
 449,403G,  3
